editonNo,Team Name,Player ID,Player Name,Role,Batting Style,Bowling Style,Nationality,DOB,IPL Debut,Matches,Runs,WIckets,Image
2008,rajasthan-royals,265,Jaydev Shah,,Left-handed,,Indian,4-May-83,,0,0,0,https://www.iplt20.com/assets/images/default-headshot.png
2008,rajasthan-royals,268,Mahesh Rawat,Wicketkeeper Batter,Left-handed,,Indian,25-Oct-85,2008,18,55,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/268.png
2008,rajasthan-royals,3277,Aditya Angle,,Right-handed,,Indian,2-Nov-83,,0,0,0,https://www.iplt20.com/assets/images/default-headshot.png
2008,rajasthan-royals,3278,Sumit Khatri,,Right-handed,,Indian,15-Jul-89,,0,0,0,https://www.iplt20.com/assets/images/default-headshot.png
2008,rajasthan-royals,3279,Parag More,,Right-handed,,Indian,8-Jun-85,,0,0,0,https://www.iplt20.com/assets/images/default-headshot.png
2008,rajasthan-royals,144,Pankaj Singh,Bowler,Left-handed,Right-arm Medium Fast,Indian,6-May-85,2008,10,7,11,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/144.png
2008,rajasthan-royals,3280,Anup Revandkar,,Right-handed,,Indian,25-Nov-87,,0,0,0,https://www.iplt20.com/assets/images/default-headshot.png
2008,rajasthan-royals,274,Gajendra Singh,All-rounder,Left-handed,Left-arm Orthodox Spin,Indian,10-Sep-88,,0,0,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/274.png
2008,rajasthan-royals,147,Siddharth Trivedi,Bowler,Left-handed,Right-arm Medium Fast,Indian,4-Sep-82,2008,64,42,65,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/147.png
2008,rajasthan-royals,219,Graeme Smith,Batter,Left-handed,Right-arm Off-spin,South African,1-Feb-81,2008,29,739,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/219.png
2008,rajasthan-royals,670,Justin Langer,,Left-handed,,Australian,21-Nov-70,,0,0,0,https://www.iplt20.com/assets/images/default-headshot.png
2008,rajasthan-royals,159,Mohammad Kaif,Batter,Left-handed,Right-arm Off-spin,Indian,1-Dec-80,,29,259,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/159.png
2008,rajasthan-royals,96,Yusuf Pathan,All-rounder,Right-handed,Right-arm Off-spin,Indian,17-Nov-82,2008,174,3204,42,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/96.png
2008,rajasthan-royals,291,Swapnil Asnodkar,,Right-handed,,Indian,29-Mar-84,,20,423,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/291.png
2008,rajasthan-royals,227,Shane Watson,All-rounder,Right-handed,Right-arm Medium Fast,Australian,17-Jun-81,2008,145,3874,92,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/227.png
2008,rajasthan-royals,104,Munaf Patel,Bowler,Right-handed,Right-arm Medium,Indian,12-Jul-83,2008,32,37,74,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/104.png
2008,rajasthan-royals,169,Morne Morkel,Bowler,Left-handed,Right-arm Fast,South African,6-Oct-84,2009,70,126,77,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/169.png
2008,rajasthan-royals,315,Younis Khan,,Right-handed,,Pakistani,29-Nov-77,,1,3,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/315.png
2008,rajasthan-royals,188,Dimitri Mascarenhas,All-rounder,Left-handed,Right-arm Medium Fast,English,30-Oct-77,2008,13,79,19,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/188.png
2008,rajasthan-royals,317,Dinesh Salunkhe,All-rounder,Right-handed,Leg-spin,Indian,12-Nov-82,2008,6,33,1,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/317.png
2008,rajasthan-royals,318,Darren Lehmann,,Right-handed,,Australian,5-Feb-70,,2,18,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/318.png
2008,rajasthan-royals,319,Taruwar Kohli,,Right-handed,,Indian,17-Dec-88,,4,11,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/319.png
2008,royal-challengers-bangalore,131,Rahul Dravid,Batter,Right-handed,Right-arm Off-spin,Indian,11-Jan-73,2008,89,2174,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/131.png
2008,royal-challengers-bangalore,306,Mark Boucher,,Right-handed,,South African,3-Dec-76,,31,394,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/306.png
2008,royal-challengers-bangalore,3266,Neravanda Aiyappa,,Right-handed,,Indian,19-Oct-79,,0,0,0,https://www.iplt20.com/assets/images/default-headshot.png
2008,royal-challengers-bangalore,198,Jacques Kallis,All-rounder,Right-handed,Right-arm Medium Fast,South African,16-Oct-75,2008,98,2427,65,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/198.png
2008,royal-challengers-bangalore,329,Devraj Patil,,Right-handed,,Indian,6-Dec-84,,2,13,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/329.png
2008,royal-challengers-bangalore,330,Abdur Razzak,,Left-handed,,Bangladeshi,15-Jun-82,,1,0,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/330.png
2008,royal-challengers-bangalore,331,Anil Kumble,,Right-handed,,Indian,17-Oct-70,,42,35,45,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/331.png
2008,royal-challengers-bangalore,332,Misbah-ul-Haq,,Right-handed,,Pakistani,28-May-74,,8,117,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/332.png
2008,royal-challengers-bangalore,333,Shivnarine Chanderpaul,,Left-handed,,West Indian,16-Aug-74,,3,25,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/333.png
2008,royal-challengers-bangalore,77,Praveen Kumar,Bowler,Right-handed,Right-arm Medium,Indian,2-Oct-86,2008,119,344,90,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/77.png
2008,royal-challengers-bangalore,334,Wasim Jaffer,,Right-handed,,Indian,16-Feb-78,,8,130,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/334.png
2008,royal-challengers-bangalore,335,Ashley Noffke,,Right-handed,,Australian,30-Apr-77,,1,9,1,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/335.png
2008,royal-challengers-bangalore,2639,Nathan Bracken,,Right-handed,,Australian,12-Sep-77,,0,0,0,https://www.iplt20.com/assets/images/default-headshot.png
2008,royal-challengers-bangalore,336,Jagadeesh Arunkumar,,Right-handed,,Indian,18-Jan-75,,3,23,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/336.png
2008,royal-challengers-bangalore,337,Sunil Joshi,,Left-handed,,Indian,6-Jun-70,,4,6,1,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/337.png
2008,royal-challengers-bangalore,279,KP Appanna,Bowler,Left-handed,Left-arm Orthodox Spin,Indian,20-Dec-88,2009,7,2,9,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/279.png
2008,royal-challengers-bangalore,95,Shreevats Goswami,Wicketkeeper Batter,Left-handed,Right-arm Off-spin,Indian,18-May-89,2008,31,293,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/95.png
2008,royal-challengers-bangalore,226,Ross Taylor,Batter,Right-handed,Right-arm Off-spin,New Zealander,8-Mar-84,2008,55,1017,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/226.png
2008,royal-challengers-bangalore,35,Bharat Chipli,Batter,Left-handed,Right-arm Medium,Indian,27-Jan-83,2008,23,280,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/35.png
2008,royal-challengers-bangalore,164,Virat Kohli,Batter,Right-handed,Right-arm Medium,Indian,5-Nov-88,2008,223,6624,4,https://assets.iplt20.com/ipl/IPLHeadshot2022/164.png
2008,royal-challengers-bangalore,165,Zaheer Khan,Bowler,Right-handed,Left-arm Medium Fast,Indian,7-Oct-78,2008,91,117,102,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/165.png
2008,royal-challengers-bangalore,166,Vinay Kumar,Bowler,Right-handed,Right-arm Medium Fast,Indian,12-Feb-84,2008,104,310,105,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/166.png
2008,royal-challengers-bangalore,300,Balachandra Akhil,,Right-handed,,Indian,7-Oct-77,,14,76,6,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/300.png
2008,royal-challengers-bangalore,178,Cameron White,Batter,Left-handed,Right-arm Leg Spin,Australian,18-Aug-83,2008,47,954,1,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/178.png
2008,royal-challengers-bangalore,180,Dale Steyn,Bowler,Right-handed,Right-arm Fast,South African,27-Jun-83,2008,93,167,97,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/180.png
2009,chennai-super-kings,1,MS Dhoni,Wicketkeeper Batter,Right-handed,Right-arm Medium,Indian,7-Jul-81,2008,234,4978,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/1.png
2009,chennai-super-kings,352,Matthew Hayden,,Left-handed,,Australian,29-Oct-71,,32,1107,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/352.png
2009,chennai-super-kings,354,Vidyut Sivaramakrishnan,,Left-handed,,Indian,3-Dec-81,,9,145,1,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/354.png
2009,chennai-super-kings,355,Palani Amarnath,,Right-handed,,Indian,1-Jun-82,,0,0,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/355.png
2009,chennai-super-kings,3268,Viraj Kadbe,,Right-handed,,Indian,18-Nov-89,,0,0,0,https://www.iplt20.com/assets/images/default-headshot.png
2009,chennai-super-kings,5,Joginder Sharma,Bowler,Left-handed,Right-arm Medium,Indian,23-Oct-83,2008,12,36,12,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/5.png
2009,chennai-super-kings,293,Jacob Oram,All-rounder,Left-handed,Right-arm Medium Fast,New Zealander,28-Jul-78,2008,15,106,9,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/293.png
2009,chennai-super-kings,7,Murali Vijay,Batter,Left-handed,Right-arm Off-spin,Indian,1-Apr-84,2009,106,2619,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/7.png
2009,chennai-super-kings,8,Ravichandran Ashwin,Bowling All-rounder,Right-handed,Right-arm Off-spin,Indian,17-Sep-86,2009,184,647,157,https://assets.iplt20.com/ipl/IPLHeadshot2022/8.png
2009,chennai-super-kings,40,Manpreet Gony,Bowler,Right-handed,Right-arm Medium Fast,Indian,1-Jan-84,2008,40,99,37,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/40.png
2009,chennai-super-kings,392,Andrew Flintoff,,Right-handed,,English,6-Dec-77,,3,62,2,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/392.png
2009,chennai-super-kings,393,Thilan Thushara,,Left-handed,,Sri Lankan,1-Mar-81,,6,12,8,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/393.png
2009,chennai-super-kings,10,Shadab Jakati,Bowler,Left-handed,Left-arm Orthodox Spin,Indian,27-Nov-80,2009,30,28,47,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/10.png
2009,chennai-super-kings,12,Subramaniam Badrinath,Batter,Left-handed,Right-arm Off-spin,Indian,30-Aug-80,2008,95,1441,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/12.png
2009,chennai-super-kings,44,Parthiv Patel,Wicketkeeper Batter,Left-handed,,Indian,9-Mar-85,2008,139,2848,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/44.png
2009,chennai-super-kings,13,Sudeep Tyagi,Bowler,Left-handed,Right-arm Medium Fast,Indian,19-Sep-87,2009,6,3,6,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/13.png
2009,chennai-super-kings,14,Suresh Raina,Batter,Left-handed,Right-arm Off-spin,Indian,27-Nov-86,2008,205,5528,25,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/14.png
2009,chennai-super-kings,241,Muttiah Muralitharan,Bowler,Right-handed,Right-arm Off-spin,Sri Lankan,17-Apr-72,2008,40,20,63,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/241.png
2009,chennai-super-kings,19,George Bailey,Batter,Left-handed,Right-arm Medium,Australian,7-Sep-82,2009,40,663,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/19.png
2009,chennai-super-kings,87,Lakshmipathy Balaji,Bowler,Left-handed,Right-arm Medium Fast,Indian,27-Sep-81,2008,65,36,76,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/87.png
2009,chennai-super-kings,153,Arun Karthik,Batter,Left-handed,Right-arm Leg Spin,Indian,15-Feb-86,2010,16,51,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/153.png
2009,chennai-super-kings,26,Albie Morkel,All-rounder,Left-handed,Right-arm Medium Fast,South African,10-Jun-81,2008,91,974,85,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/26.png
2009,chennai-super-kings,351,Makhaya Ntini,,Right-handed,,South African,6-Jul-77,,9,11,7,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/351.png
2009,delhi-capitals,45,Virender Sehwag,Batter,Right-handed,Right-arm Off-spin,Indian,20-Oct-78,2008,104,2728,6,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/45.png
2009,delhi-capitals,92,Rajat Bhatia,All-rounder,Right-handed,Right-arm Medium Fast,Indian,22-Oct-79,2008,87,334,61,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/92.png
2009,delhi-capitals,225,Paul Collingwood,All-rounder,Right-handed,Right-arm Medium,English,26-May-76,2010,8,203,5,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/225.png
2009,delhi-capitals,233,AB de Villiers,Wicketkeeper Batter,Right-handed,Right-arm Medium,South African,17-Feb-84,2008,184,5162,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/233.png
2009,delhi-capitals,240,Tillakaratne Dilshan,All-rounder,Right-handed,Right-arm Off-spin,Sri Lankan,14-Oct-76,2008,38,735,5,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/240.png
2009,delhi-capitals,84,Gautam Gambhir,Batter,Left-handed,Right-arm Leg Spin,Indian,14-Oct-81,2008,154,4217,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/84.png
2009,delhi-capitals,102,Dinesh Karthik,Wicketkeeper Batter,Right-handed,,Indian,1-Jun-85,2008,229,4376,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/102.png
2009,delhi-capitals,311,MF Maharoof,,Right-handed,,,30-Apr-12,,17,156,23,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/311.png
2009,delhi-capitals,15,Yo Mahesh,Bowler,Left-handed,Right-arm Medium Fast,Indian,21-Dec-87,2008,11,15,20,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/15.png
2009,delhi-capitals,124,Mithun Manhas,Batter,Left-handed,Right-arm Off-spin,Indian,12-Oct-79,2008,44,439,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/124.png
2009,delhi-capitals,234,Andrew McDonald,All-rounder,Left-handed,Right-arm Medium Fast,Australian,5-Jun-81,2009,9,120,11,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/234.png
2009,delhi-capitals,310,Glenn McGrath,,Right-handed,,Australian,9-Feb-70,,14,4,12,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/310.png
2009,delhi-capitals,30,Amit Mishra,Bowler,Right-handed,Right-arm Leg Spin,Indian,24-Nov-82,2008,147,362,166,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/30.png
2009,delhi-capitals,64,Yogesh Nagar,All-rounder,Left-handed,Right-arm Off-spin,Indian,6-Jan-90,2009,24,263,1,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/64.png
2009,delhi-capitals,237,Dirk Nannes,Bowler,Left-handed,Left-arm Fast,Australian,16-May-76,2009,9,4,13,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/237.png
2009,delhi-capitals,115,Ashish Nehra,Bowler,Right-handed,Left-arm Medium Fast,Indian,29-Apr-79,2008,55,39,87,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/115.png
2009,delhi-capitals,46,Aavishkar Salvi,Bowler,Left-handed,Right-arm Medium Fast,Indian,21-Oct-81,2009,0,0,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/46.png
2009,delhi-capitals,91,Pradeep Sangwan,Bowler,Right-handed,Left-arm Medium Fast,Indian,5-Nov-90,2008,42,26,38,https://assets.iplt20.com/ipl/IPLHeadshot2022/91.png
2009,delhi-capitals,275,Owais Shah,Batter,Left-handed,Right-arm Off-spin,English,22-Oct-78,2010,23,506,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/275.png
2009,delhi-capitals,243,Daniel Vettori,All-rounder,Left-handed,Left-arm Orthodox Spin,New Zealander,27-Jan-79,2008,25,87,21,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/243.png
2009,delhi-capitals,170,David Warner,Batter,Left-handed,Right-arm Leg Spin,Australian,27-Oct-86,2009,162,5881,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/170.png
2009,delhi-capitals,89,Manoj Tiwary,Batter,Right-handed,Right-arm Leg Spin,Indian,14-Nov-85,2008,96,1686,1,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/89.png
2009,kolkata-knight-riders,202,Brendon McCullum,Wicketkeeper Batter,Right-handed,Right-arm Medium,New Zealander,27-Sep-81,2008,109,2880,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/202.png
2009,kolkata-knight-riders,130,Sourav Ganguly,Batting All-rounder,Left-handed,Right-arm Medium,Indian,8-Jul-72,2008,59,1349,10,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/130.png
2009,kolkata-knight-riders,387,Shoaib Shaikh,,Right-handed,,Indian,18-Jan-87,,2,6,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/387.png
2009,kolkata-knight-riders,1891,Morne van Wyk,,Right-handed,,South African,20-Mar-79,,0,0,0,https://www.iplt20.com/assets/images/default-headshot.png
2009,kolkata-knight-riders,388,Moises Henriques,All-rounder,Right-handed,Right-arm Medium Fast,Australian,1-Feb-87,2009,62,1000,42,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/388.png
2009,kolkata-knight-riders,132,Aakash Chopra,Batter,Left-handed,Right-arm Medium,Indian,19-Sep-77,2008,7,53,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/132.png
2009,kolkata-knight-riders,229,Brad Hodge,Batter,Left-handed,Right-arm Off-spin,Australian,29-Dec-74,2008,66,1400,17,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/229.png
2009,kolkata-knight-riders,390,Arindam Ghosh,,Right-handed,,Indian,19-Oct-86,,2,7,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/390.png
2009,kolkata-knight-riders,358,Ajantha Mendis,Bowler,Right-handed,Right-arm Offbreak,Sri Lankan,11-Mar-85,2009,9,3,8,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/358.png
2009,kolkata-knight-riders,38,Ishant Sharma,Bowler,Right-handed,Right-arm Medium Fast,Indian,2-Sep-88,2008,95,103,84,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/38.png
2009,kolkata-knight-riders,391,Mashrafe Mortaza,,Right-handed,,Bangladeshi,5-Oct-83,,1,2,0,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/391.png
2009,kolkata-knight-riders,3274,Rohan Banerjee,,Left-handed,,Indian,10-Dec-88,,0,0,0,https://www.iplt20.com/assets/images/default-headshot.png
2009,kolkata-knight-riders,235,Charl Langeveldt,Bowler,Left-handed,Right-arm Medium Fast,South African,17-Dec-74,2009,3,8,13,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/235.png
2009,kolkata-knight-riders,236,Chris Gayle,All-rounder,Left-handed,Right-arm Off-spin,West Indian,21-Sep-79,2009,142,4965,18,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/236.png
2009,kolkata-knight-riders,47,Ajit Agarkar,Bowling All-rounder,Right-handed,Right-arm Medium Fast,Indian,4-Dec-77,2008,38,179,29,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/47.png
2009,kolkata-knight-riders,48,Ashok Dinda,Bowler,Right-handed,Right-arm Medium Fast,Indian,25-Mar-84,2008,54,26,68,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/48.png
2009,kolkata-knight-riders,16,Wriddhiman Saha,Wicketkeeper Batter,Right-handed,,Indian,24-Oct-84,2008,144,2427,0,https://assets.iplt20.com/ipl/IPLHeadshot2022/16.png
2009,kolkata-knight-riders,88,Laxmi Ratan Shukla,All-rounder,Left-handed,Right-arm Medium,Indian,6-May-81,2008,47,405,15,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/88.png
2009,kolkata-knight-riders,217,Angelo Mathews,All-rounder,Right-handed,Right-arm Medium Fast,Sri Lankan,2-Jun-87,2009,49,724,27,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/217.png
2009,kolkata-knight-riders,186,David Hussey,All-rounder,Left-handed,Right-arm Off-spin,Australian,15-Jul-77,2008,64,1322,8,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/186.png
