Year,FirstBattingTeamName,SecondBattingTeamName,MatchName,MatchDateNew,Commentss,1Summary,2Summary
2010,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings VS Kolkata Knight Riders,13-Apr-10,Chennai Super Kings won by 9 wickets,139/8 (20 Overs),143/1 (13.3 Overs)
2010,Mumbai Indians,Delhi Capitals,Mumbai Indians VS Delhi Capitals,13-Apr-10,Mumbai Indians won by 39 runs,183/4 (20 Overs),144/7 (20 Overs)
2010,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers VS Royal Challengers Bangalore,12-Apr-10,Deccan Chargers won by 13 runs,151/6 (20 Overs),138/10 (19.4 Overs)
2010,Mumbai Indians,Rajasthan Royals,Rajasthan Royals VS Mumbai Indians,11-Apr-10,Mumbai Indians won by 37 runs,174/5 (20 Overs),137/8 (20 Overs)
2010,Delhi Capitals,Punjab Kings,Delhi Capitals VS Punjab Kings,11-Apr-10,Punjab Kings won by 7 wickets,111/10 (19.4 Overs),112/3 (18.4 Overs)
2010,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore VS Kolkata Knight Riders,10-Apr-10,Royal Challengers Bangalore won by 7 wickets,160/9 (20 Overs),162/3 (17.1 Overs)
2010,Chennai Super Kings,Deccan Chargers,Deccan Chargers VS Chennai Super Kings,10-Apr-10,Deccan Chargers won by 6 wickets,138/8 (20 Overs),139/4 (19.1 Overs)
2010,Mumbai Indians,Punjab Kings,Punjab Kings VS Mumbai Indians,9-Apr-10,Punjab Kings won by 6 wickets,154/9 (20 Overs),158/4 (19.2 Overs)
2010,Royal Challengers Bangalore,Deccan Chargers,Royal Challengers Bangalore VS Deccan Chargers,8-Apr-10,Deccan Chargers won by 7 wickets,184/6 (20 Overs),186/3 (19.2 Overs)
2010,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders VS Delhi Capitals,7-Apr-10,Kolkata Knight Riders won by 14 runs,181/3 (20 Overs),167/8 (20 Overs)
2010,Punjab Kings,Rajasthan Royals,Rajasthan Royals VS Punjab Kings,7-Apr-10,Rajasthan Royals won by 9 wickets,153/6 (20 Overs),157/1 (15 Overs)
2010,Chennai Super Kings,Mumbai Indians,Chennai Super Kings VS Mumbai Indians,6-Apr-10,Chennai Super Kings won by 24 runs,165/4 (20 Overs),141/9 (20 Overs)
2010,Rajasthan Royals,Deccan Chargers,Deccan Chargers VS Rajasthan Royals,5-Apr-10,Rajasthan Royals won by 2 runs,159/10 (19.5 Overs),157/10 (19.5 Overs)
2010,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals VS Royal Challengers Bangalore,4-Apr-10,Delhi Capitals won by 37 runs,184/5 (20 Overs),147/9 (20 Overs)
2010,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders VS Punjab Kings,4-Apr-10,Punjab Kings won by 8 wickets,200/3 (20 Overs),204/2 (18.2 Overs)
2010,Mumbai Indians,Deccan Chargers,Mumbai Indians VS Deccan Chargers,3-Apr-10,Mumbai Indians won by 63 runs,178/5 (20 Overs),115/10 (18.2 Overs)
2010,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings VS Rajasthan Royals,3-Apr-10,Chennai Super Kings won by 23 runs,246/5 (20 Overs),223/5 (20 Overs)
2010,Punjab Kings,Royal Challengers Bangalore,Punjab Kings VS Royal Challengers Bangalore,2-Apr-10,Royal Challengers Bangalore won by 6 wickets,181/5 (20 Overs),184/4 (19.1 Overs)
2010,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders VS Deccan Chargers,1-Apr-10,Kolkata Knight Riders won by 24 runs,181/6 (20 Overs),157/5 (20 Overs)
2010,Delhi Capitals,Rajasthan Royals,Delhi Capitals VS Rajasthan Royals,31-Mar-10,Delhi Capitals won by 67 runs,188/6 (20 Overs),121/10 (17.4 Overs)
2010,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings VS Royal Challengers Bangalore,31-Mar-10,Chennai Super Kings won by 5 wickets,161/4 (20 Overs),162/5 (18.5 Overs)
2010,Punjab Kings,Mumbai Indians,Mumbai Indians VS Punjab Kings,30-Mar-10,Mumbai Indians won by 4 wickets,163/10 (20 Overs),164/6 (19.3 Overs)
2010,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals VS Kolkata Knight Riders,29-Mar-10,Delhi Capitals won by 40 runs,177/4 (20 Overs),137/9 (20 Overs)
2010,Mumbai Indians,Deccan Chargers,Deccan Chargers VS Mumbai Indians,28-Mar-10,Mumbai Indians won by 41 runs,172/7 (20 Overs),131/10 (17.4 Overs)
2010,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals VS Chennai Super Kings,28-Mar-10,Rajasthan Royals won by 17 runs,177/8 (20 Overs),160/6 (20 Overs)
2010,Kolkata Knight Riders,Punjab Kings,Punjab Kings VS Kolkata Knight Riders,27-Mar-10,Kolkata Knight Riders won by 39 runs,183/5 (20 Overs),144/6 (20 Overs)
2010,Deccan Chargers,Rajasthan Royals,Rajasthan Royals VS Deccan Chargers,26-Mar-10,Rajasthan Royals won by 8 wickets,148/9 (20 Overs),151/2 (15.4 Overs)
2010,Chennai Super Kings,Mumbai Indians,Mumbai Indians VS Chennai Super Kings,25-Mar-10,Mumbai Indians won by 5 wickets,180/2 (20 Overs),181/5 (19 Overs)
2010,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore VS Delhi Capitals,25-Mar-10,Delhi Capitals won by 17 runs,183/4 (20 Overs),166/9 (20 Overs)
2010,Rajasthan Royals,Punjab Kings,Punjab Kings VS Rajasthan Royals,24-Mar-10,Rajasthan Royals won by 31 runs,183/5 (20 Overs),152/10 (19.1 Overs)
2010,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore VS Chennai Super Kings,23-Mar-10,Royal Challengers Bangalore won by 36 runs,171/5 (20 Overs),135/7 (20 Overs)
2010,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians VS Kolkata Knight Riders,22-Mar-10,Mumbai Indians won by 7 wickets,155/3 (20 Overs),156/3 (18.3 Overs)
2010,Punjab Kings,Chennai Super Kings,Chennai Super Kings VS Punjab Kings,21-Mar-10,Kings XI Punjab won the 1-over eliminator,136/8 (20 Overs),136/7 (20 Overs)
2010,Deccan Chargers,Delhi Capitals,Deccan Chargers VS Delhi Capitals,21-Mar-10,Deccan Chargers won by 10 runs,171/6 (20 Overs),161/9 (20 Overs)
2010,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians VS Royal Challengers Bangalore,20-Mar-10,Royal Challengers Bangalore won by 7 wickets,151/9 (20 Overs),155/3 (19.1 Overs)
2010,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals VS Kolkata Knight Riders,20-Mar-10,Rajasthan Royals won by 34 runs,168/7 (20 Overs),134/5 (20 Overs)
2010,Deccan Chargers,Punjab Kings,Deccan Chargers VS Punjab Kings,19-Mar-10,Deccan Chargers won by 6 runs,170/7 (20 Overs),164/8 (20 Overs)
2010,Delhi Capitals,Chennai Super Kings,Delhi Capitals VS Chennai Super Kings,19-Mar-10,Chennai Super Kings won by 5 wickets,185/6 (20 Overs),190/5 (19.1 Overs)
2010,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore VS Rajasthan Royals,18-Mar-10,Royal Challengers Bangalore won by 10 wickets,92/10 (19.5 Overs),93/0 (10.4 Overs)
2010,Mumbai Indians,Delhi Capitals,Delhi Capitals VS Mumbai Indians,17-Mar-10,Mumbai Indians won by 98 runs,218/7 (20 Overs),120/9 (16.3 Overs)
2010,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders VS Chennai Super Kings,16-Mar-10,Chennai Super Kings won by 55 runs,164/3 (20 Overs),109/10 (19.2 Overs)
2010,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore VS Punjab Kings,16-Mar-10,Royal Challengers Bangalore won by 8 wickets,203/3 (20 Overs),204/2 (18.5 Overs)
2010,Rajasthan Royals,Delhi Capitals,Rajasthan Royals VS Delhi Capitals,15-Mar-10,Delhi Capitals won by 6 wickets,141/6 (20 Overs),142/4 (17.1 Overs)
2010,Deccan Chargers,Chennai Super Kings,Chennai Super Kings VS Deccan Chargers,14-Mar-10,Deccan Chargers won by 31 runs,190/4 (20 Overs),159/9 (20 Overs)
2010,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders VS Royal Challengers Bangalore,14-Mar-10,Kolkata Knight Riders won by 7 wickets,135/7 (20 Overs),136/3 (19.2 Overs)
2010,Punjab Kings,Delhi Capitals,Punjab Kings VS Delhi Capitals,13-Mar-10,Delhi Capitals won by 5 wickets,142/9 (20 Overs),146/5 (19.5 Overs)
2010,Mumbai Indians,Rajasthan Royals,Mumbai Indians VS Rajasthan Royals,13-Mar-10,Mumbai Indians won by 4 runs,212/6 (20 Overs),208/7 (20 Overs)
2010,Kolkata Knight Riders,Deccan Chargers,Deccan Chargers VS Kolkata Knight Riders,12-Mar-10,Kolkata Knight Riders won by 11 runs,161/4 (20 Overs),150/7 (20 Overs)
2009,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore VS Deccan Chargers,24-May-09,Deccan Chargers won by 6 runs,143/6 (20 Overs),137/9 (20 Overs)
2009,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore VS Chennai Super Kings,23-May-09,Royal Challengers Bangalore won by 6 wickets,146/5 (20 Overs),149/4 (18.5 Overs)
2009,Delhi Capitals,Deccan Chargers,Delhi Capitals VS Deccan Chargers,22-May-09,Deccan Chargers won by 6 wickets,153/8 (20 Overs),154/4 (17.4 Overs)
2009,Royal Challengers Bangalore,Deccan Chargers,Royal Challengers Bangalore VS Deccan Chargers,21-May-09,Royal Challengers Bangalore won by 12 runs,170/4 (20 Overs),158/6 (20 Overs)
2009,Mumbai Indians,Delhi Capitals,Delhi Capitals VS Mumbai Indians,21-May-09,Delhi Capitals won by 4 wickets,165/8 (20 Overs),166/6 (17.3 Overs)
2009,Chennai Super Kings,Punjab Kings,Chennai Super Kings VS Punjab Kings,20-May-09,Chennai Super Kings won by 24 runs,116/9 (20 Overs),92/8 (20 Overs)
2009,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders VS Rajasthan Royals,20-May-09,Kolkata Knight Riders won by 4 wickets,101/9 (20 Overs),102/6 (19.3 Overs)
2009,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore VS Delhi Capitals,19-May-09,Royal Challengers Bangalore won by 7 wickets,134/7 (20 Overs),135/3 (19 Overs)
2009,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings VS Kolkata Knight Riders,18-May-09,Kolkata Knight Riders won by 7 wickets,188/3 (20 Overs),189/3 (20 Overs)
2009,Delhi Capitals,Rajasthan Royals,Delhi Capitals VS Rajasthan Royals,17-May-09,Delhi Capitals won by 14 runs,150/3 (20 Overs),136/9 (20 Overs)
2009,Punjab Kings,Deccan Chargers,Deccan Chargers VS Punjab Kings,17-May-09,Punjab Kings won by 1 run,134/7 (20 Overs),133/8 (20 Overs)
2009,Kolkata Knight Riders,Deccan Chargers,Deccan Chargers VS Kolkata Knight Riders,16-May-09,Deccan Chargers won by 6 wickets,160/5 (20 Overs),166/4 (20 Overs)
2009,Mumbai Indians,Chennai Super Kings,Chennai Super Kings VS Mumbai Indians,16-May-09,Chennai Super Kings won by 7 wickets,147/5 (20 Overs),151/3 (19.1 Overs)
2009,Delhi Capitals,Punjab Kings,Delhi Capitals VS Punjab Kings,15-May-09,Punjab Kings won by 6 wickets,120/9 (20 Overs),123/4 (19.1 Overs)
2009,Rajasthan Royals,Mumbai Indians,Mumbai Indians VS Rajasthan Royals,14-May-09,Rajasthan Royals won by 2 runs,145/7 (20 Overs),143/10 (19.5 Overs)
2009,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore VS Chennai Super Kings,14-May-09,Royal Challengers Bangalore won by 2 wickets,129/10 (19.4 Overs),132/8 (19.4 Overs)
2009,Delhi Capitals,Deccan Chargers,Deccan Chargers VS Delhi Capitals,13-May-09,Delhi Capitals won by 12 runs,173/7 (20 Overs),161/10 (19.4 Overs)
2009,Punjab Kings,Mumbai Indians,Punjab Kings VS Mumbai Indians,12-May-09,Mumbai Indians won by 8 wickets,119/9 (20 Overs),122/2 (16.2 Overs)
2009,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore VS Kolkata Knight Riders,12-May-09,Royal Challengers Bangalore won by 6 wickets,173/4 (20 Overs),176/4 (19.2 Overs)
2009,Deccan Chargers,Rajasthan Royals,Deccan Chargers VS Rajasthan Royals,11-May-09,Deccan Chargers won by 53 runs,166/7 (20 Overs),113/10 (19.3 Overs)
2009,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals VS Kolkata Knight Riders,10-May-09,Delhi Capitals won by 7 wickets,123/8 (20 Overs),125/3 (17.1 Overs)
2009,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore VS Mumbai Indians,10-May-09,Mumbai Indians won by 16 runs,157/2 (20 Overs),141/7 (20 Overs)
2009,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings VS Rajasthan Royals,9-May-09,Chennai Super Kings won by 7 wickets,140/7 (20 Overs),141/3 (18.2 Overs)
2009,Deccan Chargers,Punjab Kings,Deccan Chargers VS Punjab Kings,9-May-09,Punjab Kings won by 3 wickets,168/5 (20 Overs),169/7 (19.5 Overs)
2009,Mumbai Indians,Delhi Capitals,Delhi Capitals VS Mumbai Indians,8-May-09,Delhi Capitals won by 7 wickets,116/10 (20 Overs),118/3 (18.5 Overs)
2009,Chennai Super Kings,Punjab Kings,Chennai Super Kings VS Punjab Kings,7-May-09,CSK won by 12 runs (D/L method),185/3 (18 Overs),174/3 (18 Overs)
2009,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore VS Rajasthan Royals,7-May-09,Rajasthan Royals won by 7 wickets,105/10 (20 Overs),107/3 (15 Overs)
2009,Deccan Chargers,Mumbai Indians,Deccan Chargers VS Mumbai Indians,6-May-09,Deccan Chargers won by 19 runs,145/6 (20 Overs),126/8 (20 Overs)
2009,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals VS Kolkata Knight Riders,5-May-09,Delhi Capitals won by 9 wickets,154/3 (20 Overs),157/1 (19 Overs)
2009,Rajasthan Royals,Punjab Kings,Punjab Kings VS Rajasthan Royals,5-May-09,Rajasthan Royals won by 78 runs,211/4 (20 Overs),133/8 (20 Overs)
2009,Chennai Super Kings,Deccan Chargers,Chennai Super Kings VS Deccan Chargers,4-May-09,Chennai Super Kings won by 78 runs,178/3 (20 Overs),100/10 (14.4 Overs)
2009,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore VS Mumbai Indians,3-May-09,Royal Challengers Bangalore won by 9 wickets,149/4 (20 Overs),150/1 (18.1 Overs)
2009,Kolkata Knight Riders,Punjab Kings,Punjab Kings VS Kolkata Knight Riders,3-May-09,Punjab Kings won by 6 wickets,153/3 (20 Overs),154/4 (20 Overs)
2009,Chennai Super Kings,Delhi Capitals,Chennai Super Kings VS Delhi Capitals,2-May-09,Chennai Super Kings won by 18 runs,163/10 (20 Overs),145/8 (20 Overs)
2009,Deccan Chargers,Rajasthan Royals,Deccan Chargers VS Rajasthan Royals,2-May-09,Rajasthan Royals won by 3 wickets,141/5 (20 Overs),142/7 (19.4 Overs)
2009,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore VS Punjab Kings,1-May-09,Royal Challengers Bangalore won by 8 runs,145/9 (20 Overs),137/7 (20 Overs)
2009,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders VS Mumbai Indians,1-May-09,Mumbai Indians won by 9 runs,148/6 (20 Overs),139/6 (20 Overs)
2009,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings VS Rajasthan Royals,30-Apr-09,Chennai Super Kings won by 38 runs,164/5 (20 Overs),126/9 (19.3 Overs)
2009,Deccan Chargers,Delhi Capitals,Deccan Chargers VS Delhi Capitals,30-Apr-09,Delhi Capitals won by 6 wickets,148/9 (20 Overs),150/4 (18.4 Overs)
2009,Punjab Kings,Mumbai Indians,Punjab Kings VS Mumbai Indians,29-Apr-09,Punjab Kings won by 3 runs,119/8 (20 Overs),116/7 (20 Overs)
2009,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore VS Kolkata Knight Riders,29-Apr-09,Royal Challengers Bangalore won by 5 wickets,139/6 (20 Overs),143/5 (19.5 Overs)
